4443  4482 I GGUFNativeStderr: tensor blk.20.attn_output.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-19 20:15:06.516  1186  4509 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.516  1186  4509 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.516  1186  4509 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.517  1186  2829 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.lighter.android#com.google.android.gms [CONTEXT service_id=204 ]
09-19 20:15:06.517  1186  2829 W PlatformConfigurator: daaf: No package exists for config package: com.google.lighter.android#com.google.android.gms
09-19 20:15:06.517  1186  2829 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.517  1186  2829 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.517  1186  2829 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.517  1186  2829 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.517  1186  2829 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.517  1186  2829 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.517  1186  2829 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.517  1186  2829 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.517  1186  2829 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.517  1186  2829 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.517  1186  2829 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.519  1186  4169 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.people [CONTEXT service_id=204 ]
09-19 20:15:06.519  1186  4169 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.people
09-19 20:15:06.519  1186  4169 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.519  1186  4169 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.519  1186  4169 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.519  1186  4169 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.519  1186  4169 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.519  1186  4169 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.519  1186  4169 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.519  1186  4169 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.519  1186  4169 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.519  1186  4169 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.519  1186  4169 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.521  1186  2026 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.westworld [CONTEXT service_id=204 ]
09-19 20:15:06.521  1186  2026 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.westworld
09-19 20:15:06.521  1186  2026 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.521  1186  2026 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.521  1186  2026 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.521  1186  2026 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.521  1186  2026 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.521  1186  2026 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.521  1186  2026 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.521  1186  2026 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.521  1186  2026 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.521  1186  2026 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.521  1186  2026 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.547  1186  4526 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.dtdi_logging#com.google.android.gms [CONTEXT service_id=204 ]
09-19 20:15:06.547  1186  4526 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.dtdi_logging#com.google.android.gms
09-19 20:15:06.547  1186  4526 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.547  1186  4526 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.547  1186  4526 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.547  1186  4526 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.547  1186  4526 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.547  1186  4526 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.547  1186  4526 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.547  1186  4526 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.547  1186  4526 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.547  1186  4526 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.547  1186  4526 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.766  1186  3012 W CCTFlatFileLogStore: Excessive logging: 256 events, 427718 bytes from log source PHENOTYPE last 1s
09-19 20:15:07.420   560  2002 D OomAdjuster: Not killing cached processes
09-19 20:15:07.422  1557  1557 I NearbySharing: SharingTileService destroyed [CONTEXT service_id=194 ]
09-19 20:15:07.519   171  4315 I keystore2: system/security/keystore2/watchdog/src/lib.rs:319 - Watchdog thread idle -> terminating. Have a great day.
09-19 20:15:07.706   560   592 W IPCThreadState: Sending oneway calls to frozen process.
09-19 20:15:07.707   560   592 W IPCThreadState: Sending oneway calls to frozen process.
09-19 20:15:07.763   359  2451 I resolv  :  SSL_connect returned -1 with mark 0xf0064
09-19 20:15:07.763   359  2451 W resolv  : SSL_connect ssl error =5, mark 0xf0064: Connection refused
09-19 20:15:07.763   359  2451 W resolv  : TLS Handshake failed
09-19 20:15:07.763   359  2451 W resolv  : query failed
09-19 20:15:07.763   359  2451 W resolv  : validateDnsTlsServer returned 0 for {10.0.2.3/}
09-19 20:15:07.764   359  2451 W resolv  : Validation failed
09-19 20:15:07.995   560   836 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET, states=14
09-19 20:15:07.996   560   836 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET6, states=14
09-19 20:15:07.996   560   836 D InetDiagMessage: Destroyed live tcp sockets for uids={10142} in 2ms
09-19 20:15:07.997   560   836 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET, states=14
09-19 20:15:07.997   560   836 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET6, states=14
09-19 20:15:07.997   560   836 D InetDiagMessage: Destroyed live tcp sockets for uids={20142} in 1ms
09-19 20:15:08.555   359   359 I netd    : tetherGetStats() -> {[]} <0.34ms>
09-19 20:15:08.643   560   592 W IPCThreadState: Sending oneway calls to frozen process.
09-19 20:15:08.666  1085  1093 D SliceBuilder: Creating slice for: com.android.settings.notification.MediaVolumePreferenceController
09-19 20:15:08.673  1085  1093 D MediaVolumePreCtrl: The slice doesn't support end item
09-19 20:15:08.677  1085  1398 D VolumeSliceHelper: Unregistering uri broadcast relay: content://com.android.settings.slices/action/media_volume
09-19 20:15:08.677  1085  1085 D SettingsSliceProvider: Stopping background worker for: content://com.android.settings.slices/action/media_volume
09-19 20:15:08.678  1085  2599 D SlicesIndexer: Slices already indexed - returning.
09-19 20:15:08.678  1085  2599 D VolumeSliceHelper: Registering uri for broadcast relay: content://com.android.settings.slices/action/media_volume
09-19 20:15:08.678  1085  1085 D SettingsSliceProvider: Starting background worker for: content://com.android.settings.slices/action/media_volume
09-19 20:15:08.680  1085  2599 D SettingsSliceProvider: Built slice (content://com.android.settings.slices/action/media_volume) in: 2
09-19 20:15:08.681  1085  1398 D SliceBuilder: Creating slice for: com.android.settings.notification.SeparateRingVolumePreferenceController
09-19 20:15:08.683  1085  1398 D SliceBuilder: Creating slice for: com.android.settings.notification.CallVolumePreferenceController
09-19 20:15:08.685  1085  1093 D VolumeSliceHelper: Unregistering uri broadcast relay: content://com.android.settings.slices/action/separate_ring_volume
09-19 20:15:08.688  1085  1093 D VolumeSliceHelper: Unregistering uri broadcast relay: content://com.android.settings.slices/action/call_volume
09-19 20:15:08.688  1085  1093 W ElapsedTimeUtils: getElapsedTime: sSuwFinishedTimeStamp is null
09-19 20:15:08.689  1085  2599 D SlicesIndexer: Slices already indexed - returning.
09-19 20:15:08.689  1085  2599 D VolumeSliceHelper: Registering uri for broadcast relay: content://com.android.settings.slices/action/call_volume
09-19 20:15:08.689  1085  3345 D SettingsSliceProvider: content://com.android.settings.slices/action/call_volume loaded from cache
09-19 20:15:08.690  1085  2599 D SettingsSliceProvider: Built slice (content://com.android.settings.slices/action/call_volume) in: 2
09-19 20:15:08.728  1085  1093 D SliceBuilder: Creating slice for: com.android.settings.deviceinfo.firmwareversion.FirmwareVersionDetailPreferenceController
09-19 20:15:08.730  1085  1093 D SliceBuilder: Creating slice for: com.android.settings.gestures.DoubleTapPowerPreferenceController
09-19 20:15:08.732  1085  1093 D SliceBuilder: Creating slice for: com.android.settings.deviceinfo.hardwareinfo.DeviceModelPreferenceController
09-19 20:15:08.857   560   665 D ActivityManager: freezing 4000 com.google.android.settings.intelligence
09-19 20:15:08.859   560   836 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET, states=14
09-19 20:15:08.863   560   836 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET6, states=14
09-19 20:15:08.863   560   836 D InetDiagMessage: Destroyed live tcp sockets for uids={10140} in 5ms
09-19 20:15:08.911   560   592 W IPCThreadState: Sending oneway calls to frozen process.
09-19 20:15:08.923   560   592 W IPCThreadState: Sending oneway calls to frozen process.
09-19 20:15:08.970   560   592 W IPCThreadState: Sending oneway calls to frozen process.
09-19 20:15:09.092   560   592 W IPCThreadState: Sending oneway calls to frozen process.
09-19 20:15:09.714   560   665 D ActivityManager: freezing 2290 com.google.android.tts
09-19 20:15:09.716   560   836 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET, states=14
09-19 20:15:09.717   560   836 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET6, states=14
09-19 20:15:09.717   560   836 D InetDiagMessage: Destroyed live tcp sockets for uids={10165} in 1ms
09-19 20:15:10.058  1579  1579 V ContactsProvider: Scheduled notifyChange started.
09-19 20:15:10.075   359   359 I netd    : tetherGetStats() -> {[]} <0.34ms>
09-19 20:15:10.086  1186  3012 I NetworkScheduler.Stats: Task com.google.android.gms/com.google.android.gms.icing.proxy.IcingInternalCorporaUpdateService started execution. cause:9 exec_start_elapsed_seconds: 125 [CONTEXT service_id=218 ]
09-19 20:15:10.092  1186  2412 I NetworkScheduler.Stats: Task com.google.android.gms/com.google.android.gms.icing.proxy.IcingInternalCorporaUpdateService finished executing. cause:9 result: 1 elapsed_millis: 11 uptime_millis: 11 exec_start_elapsed_seconds: 125 [CONTEXT service_id=218 ]
09-19 20:15:10.253   560   665 D ActivityManager: freezing 3383 com.google.android.apps.safetyhub
09-19 20:15:10.254   560   836 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET, states=14
09-19 20:15:10.255   560   836 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET6, states=14
09-19 20:15:10.255   560   836 D InetDiagMessage: Destroyed live tcp sockets for uids={10130} in 1ms
09-19 20:15:11.008  3794  3836 I BugleRcsEngine: Connected state: [1], networkType: [WIFI] [CONTEXT thread_id=68 ]
09-19 20:15:11.011  1186  1769 I ChimeraSrvcProxy: NullBinder for android.net.action.RECOMMEND_NETWORKS triggering remote TransactionTooLargeException due to Service without Chimera impl
09-19 20:15:11.011  1186  1769 W .gms.persistent: Large reply transaction of 1056768 bytes, interface descriptor , code 1
09-19 20:15:11.012  3794  3846 I BugleRcsEngine: handleMessage processing message:[NOTIFY_UPTIME_IGNORE_STATE_CHANGED] with [non-null]:RcsEngineImpl reference [CONTEXT log_prefix="RcsEngineImpl[DUAL_REG]:[0d72efba-d3bc]>Handler" thread_id=74 ]
09-19 20:15:11.015  3794  3846 I BugleRcsEngine: No RCS Configuration was found in Bugle for simID: redacted-pii:sim_id[chars:20,last3:897] [CONTEXT log_prefix="ProvisioningEngineDataRetriever" thread_id=74 ]
09-19 20:15:11.417   560  1269 D FileUtils: Rounded bytes from 6218387456 to 8000000000
09-19 20:15:11.510  1564  1564 I wpa_supplicant: wlan0: CTRL-EVENT-BEACON-LOSS 
09-19 20:15:11.512  1213  1223 I IPCThreadState: oneway function results for code 2 on binder at 0x74428a7d4a00 will be dropped but finished with status UNKNOWN_TRANSACTION
09-19 20:15:11.531   359   359 I netd    : tetherGetStats() -> {[]} <0.37ms>
09-19 20:15:12.045   560   829 D WifiConfigStore: Writing to stores completed in 2 ms.
09-19 20:15:12.291   560   592 W IPCThreadState: Sending oneway calls to frozen process.
09-19 20:15:12.518   560   592 D OomAdjuster: Not killing cached processes
